时间/s,半径/cm
16620.0,1.441293516450035
16680.0,1.4405269854367575
16740.0,1.4397693728301888
16800.0,1.4390195946890287
16860.0,1.4382765670719775
16920.0,1.4375392060377359
16980.0,1.4368064276450034
17040.0,1.4360771479524808
17100.0,1.4353502830188678
17160.0,1.434624748902865
17220.0,1.4338994616631726
17280.0,1.4331733373584907
17340.0,1.4324452920475192
17400.0,1.431714241788959
17460.0,1.4309791026415095
17520.0,1.4302387906638716
17580.0,1.4294922219147448
17640.0,1.4287383124528301
17700.0,1.4279759783368273
17760.0,1.4272041356254368
17820.0,1.4264217003773585
17880.0,1.4256275886512928
17940.0,1.4248207165059399
18000.0,1.424
18060.0,1.42316496
18120.0,1.4223164799999999
18180.0,1.4214555199999999
18240.0,1.42058304
18300.0,1.4197
18360.0,1.41880736
18420.0,1.41790608
18480.0,1.41699712
18540.0,1.4160814400000001
18600.0,1.4151599999999998
18660.0,1.41423376
18720.0,1.4133036799999998
18780.0,1.4123707199999997
18840.0,1.4114358399999998
18900.0,1.4104999999999999
18960.0,1.40956416
19020.0,1.40862928
19080.0,1.4076963200000001
19140.0,1.40676624
19200.0,1.40584
19260.0,1.40491856
19320.0,1.40400288
19380.0,1.40309392
19440.0,1.40219264
19500.0,1.4013
19560.0,1.40041696
19620.0,1.3995444799999999
19680.0,1.3986835199999998
19740.0,1.3978350400000001
19800.0,1.397
19860.0,1.3961730080939476
19920.0,1.3953481753206864
19980.0,1.394525716097561
20040.0,1.393705844841915
20100.0,1.3928887759710928
20160.0,1.392074723902439
20220.0,1.3912639030532972
20280.0,1.3904565278410117
20340.0,1.3896528126829268
20400.0,1.3888529719963867
20460.0,1.3880572201987353
20520.0,1.3872657717073171
20580.0,1.3864788409394762
20640.0,1.3856966423125565
20700.0,1.3849193902439023
20760.0,1.3841472991508583
20820.0,1.383380583450768
20880.0,1.3826194575609756
20940.0,1.3818641358988257
21000.0,1.3811148328816623
21060.0,1.3803717629268293
21120.0,1.3796351404516711
21180.0,1.3789051798735321
21240.0,1.3781820956097561
21300.0,1.3774661020776875
21360.0,1.3767574136946703
21420.0,1.376056244878049
21480.0,1.3753628100451674
21540.0,1.3746773236133694
21600.0,1.374
21660.0,1.3733321485387826
21720.0,1.3726745383432213
21780.0,1.3720265735003296
21840.0,1.3713876580971216
21900.0,1.370757196220611
21960.0,1.3701345919578114
22020.0,1.369519249395737
22080.0,1.368910572621402
22140.0,1.3683079657218196
22200.0,1.3677108327840035
22260.0,1.3671185778949682
22320.0,1.3665306051417274
22380.0,1.3659463186112941
22440.0,1.3653651223906835
22500.0,1.3647864205669082
22560.0,1.3642096172269833
22620.0,1.3636341164579213
22680.0,1.363059322346737
22740.0,1.362484638980444
22800.0,1.361909470446056
22860.0,1.3613332208305868
22920.0,1.3607552942210503
22980.0,1.3601750947044606
23040.0,1.3595920263678312
23100.0,1.3590054932981763
23160.0,1.3584148995825096
23220.0,1.3578196493078445
23280.0,1.3572191465611954
23340.0,1.356612795429576
23400.0,1.356
23460.0,1.3553809124553124
23520.0,1.3547563995995997
23580.0,1.3541269374517375
23640.0,1.3534930020306022
23700.0,1.3528550693550694
23760.0,1.3522136154440156
23820.0,1.3515691163163166
23880.0,1.350922047990848
23940.0,1.3502728864864866
24000.0,1.3496221078221078
24060.0,1.348970188016588
24120.0,1.3483176030888033
24180.0,1.3476648290576292
24240.0,1.347012341941942
24300.0,1.346360617760618
24360.0,1.3457101325325325
24420.0,1.3450613622765624
24480.0,1.344414783011583
24540.0,1.343770870756471
24600.0,1.3431301015301016
24660.0,1.3424929513513513
24720.0,1.3418598962390962
24780.0,1.3412314122122122
24840.0,1.3406079752895752
24900.0,1.3399900614900615
24960.0,1.339378146832547
25020.0,1.3387727073359073
25080.0,1.3381742190190191
25140.0,1.337583157900758
25200.0,1.337
25260.0,1.3364199833943835
25320.0,1.3358383726495728
25380.0,1.3352556835164835
25440.0,1.3346724317460317
25500.0,1.3340891330891331
25560.0,1.3335063032967034
25620.0,1.332924458119658
25680.0,1.3323441133089131
25740.0,1.3317657846153845
25800.0,1.3311899877899878
25860.0,1.3306172385836386
25920.0,1.3300480527472525
25980.0,1.3294829460317459
26040.0,1.3289224341880341
26100.0,1.3283670329670327
26160.0,1.327817258119658
26220.0,1.3272736253968254
26280.0,1.3267366505494504
26340.0,1.3262068493284491
26400.0,1.3256847374847371
26460.0,1.3251708307692307
26520.0,1.3246656449328449
26580.0,1.3241696957264957
26640.0,1.3236834989010988
26700.0,1.3232075702075703
26760.0,1.3227424253968254
26820.0,1.3222885802197801
26880.0,1.3218465504273504
26940.0,1.3214168517704517
27000.0,1.321
27060.0,1.3205957627557627
27120.0,1.3202030872830872
27180.0,1.3198212587412588
27240.0,1.3194495622895623
27300.0,1.319087283087283
27360.0,1.3187337062937061
27420.0,1.318388117068117
27480.0,1.3180498005698005
27540.0,1.3177180419580419
27600.0,1.3173921263921264
27660.0,1.317071339031339
27720.0,1.3167549650349653
27780.0,1.3164422895622898
27840.0,1.3161325977725977
27900.0,1.3158251748251748
27960.0,1.3155193058793058
28020.0,1.315214276094276
28080.0,1.3149093706293706
28140.0,1.3146038746438746
28200.0,1.3142970732970733
28260.0,1.3139882517482517
28320.0,1.3136766951566952
28380.0,1.3133616886816886
28440.0,1.3130425174825175
28500.0,1.3127184667184666
28560.0,1.3123888215488215
28620.0,1.3120528671328673
28680.0,1.3117098886298888
28740.0,1.3113591711991712
28800.0,1.311
28860.0,1.310631402020202
28920.0,1.3102533979797981
28980.0,1.3098667636363637
29040.0,1.3094722747474747
29100.0,1.3090707070707073
29160.0,1.3086628363636363
29220.0,1.3082494383838386
29280.0,1.307831288888889
29340.0,1.3074091636363634
29400.0,1.3069838383838384
29460.0,1.306556088888889
29520.0,1.306126690909091
29580.0,1.3056964202020203
29640.0,1.3052660525252524
29700.0,1.3048363636363636
29760.0,1.3044081292929293
29820.0,1.3039821252525252
29880.0,1.3035591272727272
29940.0,1.303139911111111
30000.0,1.3027252525252524
30060.0,1.3023159272727272
30120.0,1.301912711111111
30180.0,1.3015163797979796
30240.0,1.301127709090909
30300.0,1.3007474747474748
30360.0,1.3003764525252526
30420.0,1.300015418181818
30480.0,1.2996651474747476
30540.0,1.299326416161616
30600.0,1.299
30660.0,1.2986844510288067
30720.0,1.2983774353909465
30780.0,1.2980783999999999
30840.0,1.2977867917695474
30900.0,1.2975020576131686
30960.0,1.2972236444444445
31020.0,1.2969509991769546
31080.0,1.29668356872428
31140.0,1.2964208
31200.0,1.2961621399176952
31260.0,1.2959070353909463
31320.0,1.2956549333333331
31380.0,1.2954052806584364
31440.0,1.2951575242798354
31500.0,1.2949111111111111
31560.0,1.2946654880658435
31620.0,1.2944201020576132
31680.0,1.2941744
31740.0,1.2939278288065843
31800.0,1.2936798353909464
31860.0,1.2934298666666666
31920.0,1.293177369547325
31980.0,1.292921790946502
32040.0,1.2926625777777778
32100.0,1.2923991769547325
32160.0,1.2921310353909465
32220.0,1.2918576000000002
32280.0,1.2915783176954732
32340.0,1.2912926353909466
32400.0,1.291
32460.0,1.2907000823045267
32520.0,1.2903932510288065
32580.0,1.2900800000000001
32640.0,1.2897608230452675
32700.0,1.2894362139917694
32760.0,1.2891066666666666
32820.0,1.288772674897119
32880.0,1.2884347325102878
32940.0,1.2880933333333333
33000.0,1.2877489711934156
33060.0,1.2874021399176954
33120.0,1.2870533333333334
33180.0,1.2867030452674895
33240.0,1.2863517695473252
33300.0,1.286
33360.0,1.2856482304526748
33420.0,1.2852969547325102
33480.0,1.2849466666666667
33540.0,1.2845978600823045
33600.0,1.2842510288065843
33660.0,1.2839066666666665
33720.0,1.2835652674897118
33780.0,1.2832273251028805
33840.0,1.282893333333333
33900.0,1.2825637860082304
33960.0,1.2822391769547323
34020.0,1.28192
34080.0,1.281606748971193
34140.0,1.2812999176954731
34200.0,1.281
34260.0,1.2807050732510286
34320.0,1.2804128329218105
34380.0,1.2801232
34440.0,1.279836095473251
34500.0,1.2795514403292179
34560.0,1.2792691555555555
34620.0,1.2789891621399174
34680.0,1.2787113810699584
34740.0,1.2784357333333334
34800.0,1.2781621399176955
34860.0,1.2778905218106995
34920.0,1.2776208
34980.0,1.2773528954732507
35040.0,1.2770867292181067
35100.0,1.2768222222222223
35160.0,1.276559295473251
35220.0,1.2762978699588474
35280.0,1.2760378666666663
35340.0,1.2757792065843618
35400.0,1.2755218106995885
35460.0,1.2752656
35520.0,1.2750104954732508
35580.0,1.2747564181069957
35640.0,1.2745032888888885
35700.0,1.274251028806584
35760.0,1.2739995588477364
35820.0,1.2737488
35880.0,1.2734986732510287
35940.0,1.2732490995884773
36000.0,1.273
36060.0,1.272751552516619
36120.0,1.2725039984805315
36180.0,1.2722573538461537
36240.0,1.2720116345679011
36300.0,1.2717668566001898
36360.0,1.2715230358974359
36420.0,1.271280188414055
36480.0,1.2710383301044632
36540.0,1.2707974769230768
36600.0,1.2705576448243112
36660.0,1.2703188497625828
36720.0,1.2700811076923075
36780.0,1.2698444345679012
36840.0,1.2696088463437796
36900.0,1.2693743589743587
36960.0,1.269140988414055
37020.0,1.2689087506172838
37080.0,1.2686776615384616
37140.0,1.2684477371320038
37200.0,1.2682189933523265
37260.0,1.2679914461538462
37320.0,1.267765111490978
37380.0,1.2675400053181385
37440.0,1.2673161435897438
37500.0,1.2670935422602088
37560.0,1.2668722172839506
37620.0,1.2666521846153844
37680.0,1.2664334602089269
37740.0,1.2662160600189933
37800.0,1.266
37860.0,1.2657861196581197
37920.0,1.2655751111111109
37980.0,1.2653667692307693
38040.0,1.2651608888888888
38100.0,1.264957264957265
38160.0,1.2647556923076924
38220.0,1.2645559658119656
38280.0,1.2643578803418802
38340.0,1.2641612307692307
38400.0,1.263965811965812
38460.0,1.2637714188034186
38520.0,1.263577846153846
38580.0,1.2633848888888888
38640.0,1.263192341880342
38700.0,1.263
38760.0,1.2628076581196581
38820.0,1.262615111111111
38880.0,1.262422153846154
38940.0,1.2622285811965812
39000.0,1.262034188034188
39060.0,1.2618387692307693
39120.0,1.2616421196581196
39180.0,1.2614440341880342
39240.0,1.2612443076923077
39300.0,1.2610427350427351
39360.0,1.2608391111111112
39420.0,1.260633230769231
39480.0,1.260424888888889
39540.0,1.2602138803418805
39600.0,1.26
39660.0,1.259782185660019
39720.0,1.259559764482431
39780.0,1.2593331153846155
39840.0,1.2591026172839506
39900.0,1.2588686490978158
39960.0,1.2586315897435898
40020.0,1.2583918181386515
40080.0,1.2581497132003798
40140.0,1.257905653846154
40200.0,1.2576600189933522
40260.0,1.2574131875593542
40320.0,1.2571655384615383
40380.0,1.256917450617284
40440.0,1.2566693029439695
40500.0,1.2564214743589743
40560.0,1.256174343779677
40620.0,1.2559282901234567
40680.0,1.2556836923076922
40740.0,1.2554409292497624
40800.0,1.2552003798670466
40860.0,1.254962423076923
40920.0,1.254727437796771
40980.0,1.2544958029439695
41040.0,1.2542678974358974
41100.0,1.2540441001899334
41160.0,1.2538247901234567
41220.0,1.253610346153846
41280.0,1.2534011471984805
41340.0,1.2531975721747386
41400.0,1.253
41460.0,1.2528067798353908
41520.0,1.2526159670781893
41580.0,1.2524274999999998
41640.0,1.2522413168724278
41700.0,1.2520573559670782
41760.0,1.2518755555555556
41820.0,1.251695853909465
41880.0,1.2515181893004115
41940.0,1.2513424999999998
42000.0,1.251168724279835
42060.0,1.2509968004115226
42120.0,1.2508266666666665
42180.0,1.2506582613168722
42240.0,1.250491522633745
42300.0,1.250326388888889
42360.0,1.2501627983539094
42420.0,1.2500006893004114
42480.0,1.24984
42540.0,1.24968066872428
42600.0,1.249522633744856
42660.0,1.2493658333333333
42720.0,1.249210205761317
42780.0,1.2490556893004114
42840.0,1.2489022222222221
42900.0,1.248749742798354
42960.0,1.2485981893004114
43020.0,1.2484475
43080.0,1.2482976131687245
43140.0,1.2481484670781893
43200.0,1.248
43260.0,1.2478528230452675
43320.0,1.2477075226337448
43380.0,1.247564
43440.0,1.2474221563786008
43500.0,1.2472818930041152
43560.0,1.247143111111111
43620.0,1.2470057119341562
43680.0,1.246869596707819
43740.0,1.2467346666666668
43800.0,1.2466008230452674
43860.0,1.2464679670781895
43920.0,1.2463359999999999
43980.0,1.2462048230452676
44040.0,1.2460743374485597
44100.0,1.2459444444444445
44160.0,1.2458150452674897
44220.0,1.2456860411522634
44280.0,1.2455573333333334
44340.0,1.2454288230452673
44400.0,1.2453004115226338
44460.0,1.2451720000000002
44520.0,1.245043489711934
44580.0,1.244914781893004
44640.0,1.2447857777777775
44700.0,1.2446563786008231
44760.0,1.2445264855967078
44820.0,1.2443959999999998
44880.0,1.2442648230452675
44940.0,1.2441328559670781
45000.0,1.244
45060.0,1.2438666666666665
45120.0,1.2437333333333334
45180.0,1.2435999999999998
45240.0,1.2434666666666667
45300.0,1.2433333333333332
45360.0,1.2432
45420.0,1.2430666666666665
45480.0,1.2429333333333332
45540.0,1.2428
45600.0,1.2426666666666666
45660.0,1.2425333333333333
45720.0,1.2424
45780.0,1.2422666666666666
45840.0,1.2421333333333333
45900.0,1.242
45960.0,1.2418666666666667
46020.0,1.2417333333333331
46080.0,1.2416
46140.0,1.2414666666666665
46200.0,1.2413333333333334
46260.0,1.2411999999999999
46320.0,1.2410666666666668
46380.0,1.2409333333333332
46440.0,1.2408
46500.0,1.2406666666666666
46560.0,1.2405333333333333
46620.0,1.2404
46680.0,1.2402666666666666
46740.0,1.2401333333333333
46800.0,1.24
46860.0,1.2398660529100527
46920.0,1.239730962962963
46980.0,1.2395948571428572
47040.0,1.2394578624338626
47100.0,1.2393201058201055
47160.0,1.2391817142857144
47220.0,1.239042814814815
47280.0,1.2389035343915342
47340.0,1.238764
47400.0,1.2386243386243385
47460.0,1.2384846772486773
47520.0,1.2383451428571428
47580.0,1.2382058624338625
47640.0,1.238066962962963
47700.0,1.2379285714285713
47760.0,1.237790814814815
47820.0,1.2376538201058198
47880.0,1.2375177142857143
47940.0,1.2373826243386243
48000.0,1.2372486772486773
48060.0,1.2371159999999999
48120.0,1.2369847195767196
48180.0,1.2368549629629628
48240.0,1.236726857142857
48300.0,1.236600529100529
48360.0,1.2364761058201057
48420.0,1.2363537142857142
48480.0,1.2362334814814815
48540.0,1.2361155343915344
48600.0,1.236
48660.0,1.235887111111111
48720.0,1.2357768888888887
48780.0,1.2356691428571427
48840.0,1.2355636825396825
48900.0,1.2354603174603174
48960.0,1.2353588571428569
49020.0,1.235259111111111
49080.0,1.2351608888888888
49140.0,1.235064
49200.0,1.2349682539682538
49260.0,1.2348734603174605
49320.0,1.2347794285714286
49380.0,1.2346859682539684
49440.0,1.2345928888888889
49500.0,1.2345
49560.0,1.2344071111111112
49620.0,1.2343140317460317
49680.0,1.2342205714285714
49740.0,1.2341265396825398
49800.0,1.234031746031746
49860.0,1.2339360000000001
49920.0,1.233839111111111
49980.0,1.233740888888889
50040.0,1.2336411428571428
50100.0,1.2335396825396825
50160.0,1.2334363174603176
50220.0,1.2333308571428574
50280.0,1.2332231111111112
50340.0,1.233112888888889
50400.0,1.233
50460.0,1.232883851851852
50520.0,1.2327641481481482
50580.0,1.2326411428571429
50640.0,1.23251508994709
50700.0,1.2323862433862434
50760.0,1.232254857142857
50820.0,1.2321211851851854
50880.0,1.2319854814814817
50940.0,1.231848
51000.0,1.2317089947089948
51060.0,1.2315687195767198
51120.0,1.2314274285714288
51180.0,1.2312853756613755
51240.0,1.2311428148148147
51300.0,1.231
51360.0,1.2308571851851853
51420.0,1.2307146243386242
51480.0,1.2305725714285713
51540.0,1.2304312804232804
51600.0,1.2302910052910054
51660.0,1.2301520000000001
51720.0,1.2300145185185185
51780.0,1.229878814814815
51840.0,1.2297451428571429
51900.0,1.2296137566137566
51960.0,1.22948491005291
52020.0,1.2293588571428573
52080.0,1.229235851851852
52140.0,1.2291161481481483
52200.0,1.229
52260.0,1.2288866507936507
52320.0,1.2287751111111112
52380.0,1.228665285714286
52440.0,1.2285570793650793
52500.0,1.2284503968253968
52560.0,1.228345142857143
52620.0,1.2282412222222225
52680.0,1.2281385396825397
52740.0,1.228037
52800.0,1.2279365079365079
52860.0,1.2278369682539683
52920.0,1.2277382857142858
52980.0,1.2276403650793652
53040.0,1.2275431111111113
53100.0,1.2274464285714286
53160.0,1.2273502222222223
53220.0,1.2272543968253968
53280.0,1.227158857142857
53340.0,1.227063507936508
53400.0,1.226968253968254
53460.0,1.226873
53520.0,1.2267776507936508
53580.0,1.226682111111111
53640.0,1.2265862857142855
53700.0,1.2264900793650795
53760.0,1.226393396825397
53820.0,1.2262961428571428
53880.0,1.2261982222222223
53940.0,1.2260995396825398
54000.0,1.226
54060.0,1.2258993555555555
54120.0,1.225797511111111
54180.0,1.2256946000000002
54240.0,1.2255907555555556
54300.0,1.225486111111111
54360.0,1.2253808
54420.0,1.2252749555555555
54480.0,1.2251687111111111
54540.0,1.2250622
54600.0,1.2249555555555558
54660.0,1.224848911111111
54720.0,1.2247424
54780.0,1.2246361555555556
54840.0,1.2245303111111112
54900.0,1.224425
54960.0,1.2243203555555555
55020.0,1.2242165111111112
55080.0,1.2241136
55140.0,1.2240117555555556
55200.0,1.2239111111111114
55260.0,1.2238118
55320.0,1.2237139555555558
55380.0,1.223617711111111
55440.0,1.2235232
55500.0,1.2234305555555558
55560.0,1.2233399111111112
55620.0,1.2232514
55680.0,1.2231651555555556
55740.0,1.2230813111111114
55800.0,1.223
55860.0,1.2229208740740742
55920.0,1.2228434370370374
55980.0,1.2227676
56040.0,1.2226932740740741
56100.0,1.2226203703703704
56160.0,1.2225488000000002
56220.0,1.2224784740740742
56280.0,1.2224093037037038
56340.0,1.2223412
56400.0,1.2222740740740743
56460.0,1.2222078370370373
56520.0,1.2221424
56580.0,1.222077674074074
56640.0,1.2220135703703707
56700.0,1.22195
56760.0,1.221886874074074
56820.0,1.2218241037037036
56880.0,1.2217616
56940.0,1.221699274074074
57000.0,1.2216370370370373
57060.0,1.2215748
57120.0,1.2215124740740742
57180.0,1.2214499703703703
57240.0,1.2213872000000001
57300.0,1.221324074074074
57360.0,1.2212605037037039
57420.0,1.2211964
57480.0,1.221131674074074
57540.0,1.2210662370370369
57600.0,1.221
57660.0,1.2209326172839505
57720.0,1.220863901234568
57780.0,1.2207940000000002
57840.0,1.220723061728395
57900.0,1.2206512345679015
57960.0,1.2205786666666667
58020.0,1.2205055061728394
58080.0,1.220431901234568
58140.0,1.220358
58200.0,1.220283950617284
58260.0,1.2202099012345682
58320.0,1.220136
58380.0,1.2200623950617284
58440.0,1.2199892345679013
58500.0,1.219916666666667
58560.0,1.2198448395061727
58620.0,1.219773901234568
58680.0,1.2197040000000003
58740.0,1.2196352839506175
58800.0,1.219567901234568
58860.0,1.219502
58920.0,1.219437728395062
58980.0,1.2193752345679012
59040.0,1.2193146666666668
59100.0,1.2192561728395064
59160.0,1.2191999012345682
59220.0,1.219146
59280.0,1.2190946172839507
59340.0,1.219045901234568
59400.0,1.219
59460.0,1.2189566419753086
59520.0,1.2189153580246914
59580.0,1.218876
59640.0,1.2188384197530866
59700.0,1.2188024691358026
59760.0,1.218768
59820.0,1.2187348641975309
59880.0,1.218702913580247
59940.0,1.218672
60000.0,1.2186419753086422
60060.0,1.2186126913580249
60120.0,1.2185840000000001
60180.0,1.2185557530864197
60240.0,1.2185278024691357
60300.0,1.2185
60360.0,1.218472197530864
60420.0,1.2184442469135803
60480.0,1.218416
60540.0,1.2183873086419754
60600.0,1.2183580246913581
60660.0,1.218328
60720.0,1.218297086419753
60780.0,1.2182651358024692
60840.0,1.218232
60900.0,1.2181975308641977
60960.0,1.2181615802469135
61020.0,1.2181239999999998
61080.0,1.2180846419753086
61140.0,1.2180433580246914
61200.0,1.218
61260.0,1.217954098765432
61320.0,1.2179053827160493
61380.0,1.217854
61440.0,1.217800098765432
61500.0,1.2177438271604937
61560.0,1.2176853333333333
61620.0,1.2176247654320989
61680.0,1.2175622716049381
61740.0,1.217498
61800.0,1.2174320987654321
61860.0,1.2173647160493828
61920.0,1.217296
61980.0,1.217226098765432
62040.0,1.217155160493827
62100.0,1.2170833333333333
62160.0,1.2170107654320987
62220.0,1.2169376049382716
62280.0,1.216864
62340.0,1.216790098765432
62400.0,1.216716049382716
62460.0,1.216642
62520.0,1.216568098765432
62580.0,1.2164944938271602
